"","year","state","handgun","long_gun","other","multiple * 2","Total_sales"
"1962",2018,"North Dakota",1331,1914,130,134,3509
"1963",2018,"Ohio",21340,12521,1704,1796,37361
"1964",2018,"Oklahoma",9971,8351,1072,1620,21014
"1965",2018,"Oregon",12689,8976,0,8,21673
"1966",2018,"Pennsylvania",37308,10242,27,0,47577
"1967",2018,"Puerto Rico",1693,168,101,66,2028
"1968",2018,"Rhode Island",1010,618,64,294,1986
"1969",2018,"South Carolina",7896,5151,667,604,14318
"1970",2018,"South Dakota",2217,2799,191,268,5475
"1971",2018,"Tennessee",21023,12372,1125,0,34520
"1972",2018,"Texas",40443,29960,3400,4206,78009
"1973",2018,"Utah",3181,3135,316,0,6632
"1974",2018,"Vermont",1116,1000,105,78,2299
"1975",2018,"Virgin Islands",40,7,0,0,47
"1976",2018,"Virginia",19443,12248,2374,0,34065
"1977",2018,"Washington",16327,9811,2170,1246,29554
"1978",2018,"West Virginia",5128,4452,316,616,10512
"1979",2018,"Wisconsin",10484,8337,945,98,19864
"1980",2018,"Wyoming",1460,1534,138,182,3314
"1981",2017,"Alabama",12895,15765,390,1026,30076
"1982",2017,"Alaska",3675,3524,287,348,7834
"1983",2017,"Arizona",17566,12840,1414,1568,33388
"1984",2017,"Arkansas",9189,13104,347,880,23520
"1985",2017,"California",47613,35240,4885,0,87738
"1986",2017,"Colorado",26649,21168,1736,2570,52123
"1987",2017,"Connecticut",6646,2630,430,0,9706
"1988",2017,"Delaware",2295,2473,126,212,5106
"1989",2017,"District of Columbia",60,5,0,0,65
"1990",2017,"Florida",68075,37127,4067,4990,114259
"1991",2017,"Georgia",21017,20162,677,1472,43328
"1992",2017,"Guam",90,68,18,10,186
"1993",2017,"Hawaii",0,0,0,0,0
"1994",2017,"Idaho",5911,7393,360,524,14188
"1995",2017,"Illinois",27956,15126,0,1884,44966
"1996",2017,"Indiana",26719,19906,1839,1878,50342
"1997",2017,"Iowa",231,4678,48,14,4971
"1998",2017,"Kansas",9164,10222,597,918,20901
"1999",2017,"Kentucky",16727,16102,502,1308,34639
"2000",2017,"Louisiana",15819,20448,981,1622,38870
"2001",2017,"Maine",3873,4336,289,378,8876
"2002",2017,"Mariana Islands",10,8,2,6,26
"2003",2017,"Maryland",4611,8110,253,52,13026
"2004",2017,"Massachusetts",5954,3448,432,380,10214
"2005",2017,"Michigan",13425,13836,641,468,28370
"2006",2017,"Minnesota",5940,10334,596,476,17346
"2007",2017,"Mississippi",12946,16470,418,1116,30950
"2008",2017,"Missouri",28561,27288,2007,2546,60402
"2009",2017,"Montana",4154,6060,249,496,10959
"2010",2017,"Nebraska",197,3773,32,8,4010
"2011",2017,"Nevada",6236,4188,386,698,11508
"2012",2017,"New Hampshire",5977,3690,155,10,9832
"2013",2017,"New Jersey",4039,5089,213,0,9341
"2014",2017,"New Mexico",8205,7494,556,756,17011
"2015",2017,"New York",10187,19662,1329,452,31630
"2016",2017,"North Carolina",2452,25060,1062,528,29102
"2017",2017,"North Dakota",2019,3285,104,176,5584
"2018",2017,"Ohio",34374,27651,1773,2862,66660
"2019",2017,"Oklahoma",17164,18071,1365,2336,38936
"2020",2017,"Oregon",18409,15342,0,2,33753
"2021",2017,"Pennsylvania",57826,19809,59,0,77694
"2022",2017,"Puerto Rico",2291,305,114,80,2790
"2023",2017,"Rhode Island",1169,790,94,366,2419
"2024",2017,"South Carolina",14549,14083,900,1056,30588
"2025",2017,"South Dakota",3537,5348,230,460,9575
"2026",2017,"Tennessee",37860,28825,1984,0,68669
"2027",2017,"Texas",70767,66779,4312,6976,148834
"2028",2017,"Utah",6429,8577,398,0,15404
"2029",2017,"Vermont",1722,1824,115,170,3831
"2030",2017,"Virgin Islands",22,1,0,0,23
"2031",2017,"Virginia",31084,25165,3408,0,59657
"2032",2017,"Washington",21090,16101,2466,1486,41143
"2033",2017,"West Virginia",10383,11484,399,1030,23296
"2034",2017,"Wisconsin",15745,14414,1051,76,31286
"2035",2017,"Wyoming",2763,3104,165,240,6272
"2036",2017,"Alabama",9927,11675,292,966,22860
"2037",2017,"Alaska",3132,3244,261,452,7089
"2038",2017,"Arizona",13763,10322,1092,1702,26879
"2039",2017,"Arkansas",6981,11574,237,1132,19924
"2040",2017,"California",44710,35910,4241,0,84861
"2041",2017,"Colorado",23682,17832,1483,2592,45589
"2042",2017,"Connecticut",5757,2708,358,0,8823
"2043",2017,"Delaware",1802,2244,105,158,4309
"2044",2017,"District of Columbia",71,3,0,0,74
"2045",2017,"Florida",61694,31631,3585,5244,102154
"2046",2017,"Georgia",16298,15244,495,1614,33651
"2047",2017,"Guam",71,44,10,4,129
"2048",2017,"Hawaii",0,0,0,0,0
"2049",2017,"Idaho",4603,6292,310,456,11661
"2050",2017,"Illinois",26122,16102,0,2314,44538
"2051",2017,"Indiana",22558,20820,1772,1882,47032
"2052",2017,"Iowa",280,4847,50,12,5189
"2053",2017,"Kansas",7493,9095,474,874,17936
"2054",2017,"Kentucky",12568,13718,365,1264,27915
"2055",2017,"Louisiana",13566,16288,780,1472,32106
"2056",2017,"Maine",3270,4056,220,360,7906
"2057",2017,"Mariana Islands",16,4,0,2,22
"2058",2017,"Maryland",4453,8436,254,82,13225
"2059",2017,"Massachusetts",5691,3782,439,316,10228
"2060",2017,"Michigan",14115,18434,549,498,33596
"2061",2017,"Minnesota",5407,11777,528,508,18220
"2062",2017,"Mississippi",9779,12312,322,1070,23483
"2063",2017,"Missouri",23099,26209,1428,2410,53146
"2064",2017,"Montana",3171,5243,186,450,9050
"2065",2017,"Nebraska",216,3612,18,16,3862
"2066",2017,"Nevada",5350,3425,318,754,9847
"2067",2017,"New Hampshire",5266,3743,132,16,9157
"2068",2017,"New Jersey",3771,5459,203,0,9433
"2069",2017,"New Mexico",7206,5820,437,660,14123
"2070",2017,"New York",9160,21742,1308,384,32594
"2071",2017,"North Carolina",2123,19943,860,540,23466
"2072",2017,"North Dakota",1924,3382,136,216,5658
"2073",2017,"Ohio",30973,28808,1690,3072,64543
"2074",2017,"Oklahoma",15302,15953,1223,3438,35916
"2075",2017,"Oregon",15988,13094,0,22,29104
"2076",2017,"Pennsylvania",54967,21597,44,0,76608
"2077",2017,"Puerto Rico",1926,257,79,60,2322
"2078",2017,"Rhode Island",1082,742,142,340,2306
"2079",2017,"South Carolina",11512,10108,563,1096,23279
"2080",2017,"South Dakota",3049,5354,242,376,9021
"2081",2017,"Tennessee",31618,23889,1635,0,57142
"2082",2017,"Texas",59840,51536,3450,7150,121976
"2083",2017,"Utah",5158,6418,320,0,11896
"2084",2017,"Vermont",1231,1839,100,118,3288
"2085",2017,"Virgin Islands",29,1,0,0,30
"2086",2017,"Virginia",26229,22897,3007,0,52133
"2087",2017,"Washington",18326,14345,2281,1428,36380
"2088",2017,"West Virginia",7302,10878,302,892,19374
"2089",2017,"Wisconsin",14237,18174,823,126,33360
"2090",2017,"Wyoming",2165,2545,148,268,5126
"2091",2017,"Alabama",6144,6999,308,674,14125
"2092",2017,"Alaska",3153,3469,333,478,7433
"2093",2017,"Arizona",10614,8055,1100,1378,21147
"2094",2017,"Arkansas",4873,7420,249,676,13218
"2095",2017,"California",39879,25749,3646,0,69274
"2096",2017,"Colorado",17238,15967,1428,2318,36951
"2097",2017,"Connecticut",5112,2233,310,0,7655
"2098",2017,"Delaware",1602,1587,86,132,3407
"2099",2017,"District of Columbia",68,2,0,4,74
"2100",2017,"Florida",49568,24580,3958,4178,82284
"2101",2017,"Georgia",12031,10482,483,1076,24072
"2102",2017,"Guam",84,35,11,6,136
"2103",2017,"Hawaii",0,0,0,0,0
"2104",2017,"Idaho",3310,5517,269,444,9540
"2105",2017,"Illinois",20093,12503,0,1608,34204
"2106",2017,"Indiana",15966,13202,1450,1306,31924
"2107",2017,"Iowa",126,3209,29,6,3370
"2108",2017,"Kansas",5003,5818,433,692,11946
"2109",2017,"Kentucky",8758,8739,371,992,18860
"2110",2017,"Louisiana",9552,12222,827,1234,23835
"2111",2017,"Maine",3076,5806,252,406,9540
"2112",2017,"Mariana Islands",4,4,0,2,10
"2113",2017,"Maryland",4332,5991,213,76,10612
"2114",2017,"Massachusetts",4950,3030,450,274,8704
"2115",2017,"Michigan",9807,12649,522,424,23402
"2116",2017,"Minnesota",4834,14555,516,554,20459
"2117",2017,"Mississippi",6690,7193,302,826,15011
"2118",2017,"Missouri",17985,19508,1464,2236,41193
"2119",2017,"Montana",2578,5884,189,434,9085
"2120",2017,"Nebraska",118,2469,11,8,2606
"2121",2017,"Nevada",4361,2884,360,602,8207
"2122",2017,"New Hampshire",4425,3568,147,10,8150
"2123",2017,"New Jersey",3798,3869,185,0,7852
"2124",2017,"New Mexico",5651,4928,465,602,11646
"2125",2017,"New York",8501,17695,1320,412,27928
"2126",2017,"North Carolina",1501,13877,757,478,16613
"2127",2017,"North Dakota",1367,3732,134,172,5405
"2128",2017,"Ohio",22833,18172,1593,2212,44810
"2129",2017,"Oklahoma",9485,10552,1066,1912,23015
"2130",2017,"Oregon",12356,11042,0,10,23408
"2131",2017,"Pennsylvania",43923,15604,67,0,59594
"2132",2017,"Puerto Rico",1116,124,53,14,1307
"2133",2017,"Rhode Island",937,799,120,384,2240
"2134",2017,"South Carolina",8269,7166,444,710,16589
"2135",2017,"South Dakota",2098,5636,182,318,8234
"2136",2017,"Tennessee",21614,16131,1285,0,39030
"2137",2017,"Texas",41780,39297,3633,5060,89770
"2138",2017,"Utah",3075,4257,287,0,7619
"2139",2017,"Vermont",1324,1935,109,172,3540
"2140",2017,"Virgin Islands",19,0,0,0,19
"2141",2017,"Virginia",20450,16169,2637,0,39256
"2142",2017,"Washington",14867,13022,2092,1276,31257
"2143",2017,"West Virginia",5527,7375,350,760,14012
"2144",2017,"Wisconsin",11834,15385,830,120,28169
"2145",2017,"Wyoming",1321,2107,119,174,3721
"2146",2017,"Alabama",5734,6320,221,634,12909
"2147",2017,"Alaska",2320,2930,219,320,5789
"2148",2017,"Arizona",11063,7946,920,1262,21191
"2149",2017,"Arkansas",4347,6063,165,732,11307
"2150",2017,"California",37165,24581,2984,0,64730
"2151",2017,"Colorado",15751,13448,1007,2124,32330
"2152",2017,"Connecticut",4834,1993,274,0,7101
"2153",2017,"Delaware",1414,1538,66,136,3154
"2154",2017,"District of Columbia",56,4,0,0,60
"2155",2017,"Florida",39199,17949,2319,3442,62909
"2156",2017,"Georgia",10933,7982,315,988,20218
"2157",2017,"Guam",74,47,10,6,137
"2158",2017,"Hawaii",0,0,0,0,0
"2159",2017,"Idaho",3058,5241,187,410,8896
"2160",2017,"Illinois",18290,10201,0,1628,30119
"2161",2017,"Indiana",16093,11332,1123,1194,29742
"2162",2017,"Iowa",151,2640,27,2,2820
"2163",2017,"Kansas",4518,5025,306,594,10443
"2164",2017,"Kentucky",8112,7543,253,1086,16994
"2165",2017,"Louisiana",10495,11573,635,1552,24255
"2166",2017,"Maine",3026,4220,179,372,7797
"2167",2017,"Mariana Islands",12,3,0,2,17
"2168",2017,"Maryland",3389,4897,168,68,8522
"2169",2017,"Massachusetts",4749,2808,449,316,8322
"2170",2017,"Michigan",8654,10676,379,326,20035
"2171",2017,"Minnesota",4862,12677,346,546,18431
"2172",2017,"Mississippi",6260,6035,206,810,13311
"2173",2017,"Missouri",16993,14395,1050,1982,34420
"2174",2017,"Montana",2395,4878,140,432,7845
"2175",2017,"Nebraska",110,1989,11,8,2118
"2176",2017,"Nevada",3992,2509,251,474,7226
"2177",2017,"New Hampshire",4410,3248,132,6,7796
